73,90,0
67,90,0
66,90,0
66,90,0
67,90,0
66,90,0
66,90,0
66,90,0
66,90,0
65,90,0
64,90,0
64,90,0
64,90,0
63,90,0
63,90,0
63,88,0
64,88,0
64,88,0
65,88,0
69,88,0
71,88,0
77,88,0
91,88,1
105,88,1
115,88,1
117,88,1
109,88,1
100,88,1
86,88,0
75,88,0
81,88,0
88,88,0
100,88,1
108,88,1
109,88,1
108,88,1
101,88,1
89,88,1
77,88,0
75,88,0
81,88,0
91,88,1
102,88,1
112,88,1
119,91,1
112,91,1
97,91,1
79,91,0
67,91,0
67,93,0
76,93,0
97,93,1
113,93,1
117,92,1
114,92,1
99,92,1
82,92,0
62,92,0
57,87,0
67,87,0
81,87,0
101,87,1
111,84,1
110,84,1
106,84,1
92,84,1
75,84,0
62,84,0
60,85,0
71,85,0
88,85,1
105,85,1
114,85,1
119,89,1
118,89,1
117,89,1
118,89,1
118,89,1
112,89,1
101,89,1
78,89,0
53,89,0
45,82,0
56,82,0
81,82,0
100,82,1
111,82,1
118,82,1
122,83,1
120,83,1
117,83,1
116,83,1
111,83,1
102,83,1
80,83,0
61,83,0
51,86,0
55,86,0
76,86,0
92,86,1
104,86,1
107,79,1
101,79,1
91,79,1
74,79,0
50,79,0
29,79,0
24,79,0
23,79,0
23,79,0
23,79,0
22,79,0
22,79,0
22,79,0
22,79,0
23,79,0
22,64,0
24,64,0
23,64,0
25,64,0
30,64,0
50,64,0
74,64,1
95,64,1
111,64,1
116,64,1
117,69,1
115,69,1
113,69,1
113,69,1
109,69,1
102,69,1
85,69,1
66,69,0
43,69,0
39,78,0
66,78,0
91,78,1
108,78,1
116,78,1
118,78,1
118,78,1
117,78,1
117,78,1
117,78,1
116,78,1
118,78,1
117,78,1
116,78,1
114,78,1
108,78,1
87,78,1
65,78,0
55,78,0
52,85,0
62,85,0
88,85,1
111,85,1
112,85,1
115,85,1
116,85,1
116,85,1
116,84,1
112,84,1
112,84,1
99,84,1
71,84,0
46,84,0
32,84,0
29,84,0
28,72,0
29,72,0
29,72,0
38,72,0
63,72,0
90,72,1
101,72,1
106,72,1
108,68,1
102,68,1
82,68,1
59,68,0
39,68,0
25,68,0
23,68,0
23,68,0
23,65,0
24,65,0
27,65,0
28,65,0
29,65,0
29,65,0
34,65,0
56,65,0
83,65,1
106,65,1
113,65,1
114,65,1
114,65,1
114,65,1
115,65,1
114,65,1
115,65,1
114,65,1
115,69,1
113,69,1
111,69,1
106,69,1
93,69,1
69,69,0
48,69,0
31,69,0
28,69,0
26,70,0
28,70,0
28,70,0
37,70,0
57,70,0
85,70,1
101,70,1
108,70,1
110,68,1
102,68,1
77,68,1
52,68,0
35,68,0
28,68,0
24,67,0
25,67,0
27,67,0
41,67,0
60,67,0
80,67,1
92,67,1
104,67,1
106,67,1
109,66,1
88,66,1
64,66,0
52,80,0
55,80,0
68,80,0
84,80,1
97,80,1
103,80,1
108,80,1
111,80,1
111,80,1
111,80,1
111,80,1
111,80,1
111,80,1
111,80,1
113,82,1
110,82,1
102,82,1
81,82,0
61,82,0
46,79,0
47,79,0
68,79,0
83,79,1
98,79,1
107,79,1
111,79,1
109,79,1
110,79,1
110,79,1
110,79,1
111,79,1
111,78,1
110,78,1
109,78,1
108,78,1
108,78,1
108,78,1
108,78,1
108,78,1
107,78,1
108,78,1
108,78,1
108,78,1
108,78,1
105,78,1
95,78,1
72,78,0
48,78,0
32,78,0
28,78,0
25,78,0
25,78,0
25,68,0
32,68,0
55,68,0
75,68,1
87,68,1
95,68,1
96,60,1
93,60,1
85,60,1
68,60,1
48,60,0
31,60,0
23,60,0
22,60,0
22,60,0
24,60,0
22,60,0
22,59,0
24,59,0
25,59,0
28,59,0
47,59,0
76,59,1
92,59,1
102,59,1
106,59,1
106,59,1
107,59,1
107,59,1
107,59,1
108,59,1
108,59,1
109,65,1
108,65,1
106,65,1
102,65,1
91,65,1
71,65,1
47,65,0
28,65,0
24,65,0
23,65,0
22,65,0
22,65,0
21,65,0
22,65,0
22,65,0
24,65,0
24,65,0
35,65,0
59,65,0
77,65,1
91,65,1
100,60,1
97,60,1
89,60,1
73,60,1
54,60,0
51,75,0
52,75,0
65,75,0
82,75,1
94,75,1
101,75,1
101,75,1
102,75,1
103,77,1
102,77,1
102,77,1
95,77,1
82,77,1
59,77,0
42,77,0
29,77,0
25,77,0
22,77,0
23,77,0
24,77,0
23,77,0
23,77,0
22,77,0
23,77,0
23,77,0
22,77,0
21,77,0
21,77,0
21,77,0
21,62,0
24,62,0
24,62,0
24,62,0
26,62,0
35,62,0
54,62,0
71,62,1
85,62,1
95,62,1
95,58,1
94,58,1
70,58,1
46,58,0
29,58,0
23,59,0
24,59,0
25,59,0
24,59,0
28,59,0
42,59,0
62,59,1
82,59,1
88,59,1
89,56,1
85,56,1
73,56,1
54,56,0
37,56,0
29,56,0
28,56,0
28,56,0
28,58,0
32,58,0
46,58,0
60,58,1
81,58,1
84,58,1
89,58,1
90,59,1
79,59,1
60,59,1
47,59,0
44,67,0
47,67,0
71,67,1
87,67,1
95,67,1
95,67,1
96,67,1
96,67,1
95,67,1
96,67,1
96,67,1
96,67,1
96,67,1
96,67,1
96,70,1
94,70,1
83,70,1
64,70,0
51,70,0
44,70,0
50,70,0
66,70,0
79,70,1
87,70,1
91,67,1
89,67,1
77,67,1
56,67,0
41,67,0
40,65,0
54,65,0
73,65,1
89,65,1
94,65,1
95,65,1
95,65,1
95,67,1
94,67,1
94,67,1
93,67,1
92,67,1
92,67,1
91,67,1
90,67,1
83,67,1
68,67,1
54,67,0
50,72,0
51,72,0
54,72,0
72,72,0
83,72,1
86,72,1
88,69,1
79,69,1
66,69,0
43,69,0
32,69,0
28,69,0
25,69,0
24,69,0
24,69,0
23,69,0
22,69,0
23,69,0
23,69,0
23,69,0
23,69,0
24,69,0
24,69,0
24,69,0
24,69,0
24,69,0
22,69,0
22,55,0
25,55,0
32,55,0
38,55,0
57,55,1
71,55,1
81,55,1
85,53,1
82,53,1
71,53,1
54,53,1
41,53,0
39,62,0
48,62,0
66,62,1
77,62,1
81,60,1
80,60,1
73,60,1
58,60,0
44,60,0
38,59,0
41,59,0
55,59,0
69,59,1
79,59,1
83,60,1
79,60,1
73,60,1
59,60,0
48,60,0
45,64,0
46,64,0
64,64,0
76,64,1
86,65,1
84,65,1
77,65,1
63,65,0
45,65,0
34,60,0
36,60,0
49,60,0
67,60,1
77,60,1
79,56,1
78,56,1
69,56,1
53,56,0
41,56,0
39,59,0
48,59,0
60,59,1
74,59,1
80,59,1
83,59,1
84,59,1
84,61,1
83,61,1
82,61,1
81,61,1
77,61,1
67,61,1
49,61,0
40,61,0
37,60,0
48,60,0
63,60,1
78,60,1
86,60,1
84,60,1
86,61,1
84,61,1
81,61,1
80,61,1
74,61,1
60,61,0
44,61,0
37,61,0
39,61,0
47,61,0
57,61,0
69,61,1
74,55,1
73,55,1
67,55,1
50,55,0
37,55,0
27,55,0
22,55,0
20,55,0
18,55,0
18,55,0
18,55,0
18,55,0
18,55,0
18,55,0
18,55,0
18,46,0
19,46,0
19,46,0
19,46,0
22,46,0
28,46,0
44,46,0
58,46,1
71,46,1
78,46,1
79,46,1
80,49,1
79,49,1
78,49,1
75,49,1
68,49,1
57,49,1
43,49,0
34,57,0
36,57,0
38,57,0
48,57,0
63,57,1
73,57,1
76,57,1
76,57,1
76,57,1
75,57,1
76,57,1
77,57,1
78,57,1
78,57,1
77,57,1
78,56,1
72,56,1
58,56,1
45,56,0
39,58,0
40,58,0
46,58,0
58,58,0
64,58,1
71,58,1
73,58,1
74,58,1
75,58,1
76,58,1
78,58,1
75,58,1
67,58,1
52,58,0
38,58,0
26,58,0
22,58,0
20,58,0
19,58,0
20,58,0
23,58,0
32,58,0
50,58,0
61,58,1
68,58,1
66,58,1
62,58,1
52,58,0
38,58,0
24,58,0
19,58,0
19,58,0
18,58,0
19,58,0
18,58,0
18,58,0
17,58,0
17,47,0
19,47,0
22,47,0
32,47,0
47,47,0
58,47,1
66,47,1
69,47,1
72,47,1
72,47,1
72,47,1
72,47,1
72,47,1
73,47,1
73,45,1
